title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
NHL 07 ,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,79,0.26,5.95,X360,T,TRUE,2006,9,9.5,9,2,8.5,8,8,8,1,8,0,0,0,0,0,10,10,10,1,10
Monster Hunter Freedom,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Capcom,TRUE,71,0.25,12.95,Sony PSP,E,TRUE,2006,279.7333333,445.2,101.1,6,120.2,683.1333333,691.5666667,683.1333333,2,674.7,84.06666667,103.1166667,76,3,65.01666667,60,60,60,1,60
Chromehounds,TRUE,1,TRUE,TRUE,"Action,Simulation,Strategy",TRUE,Sega,TRUE,71,0.25,14.95,X360,T,TRUE,2006,32.66666667,48.16666667,16,3,17.16666667,72,72,72,1,72,16,16,16,1,16,10,10,10,1,10
Test Drive Unlimited,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,Atari,TRUE,82,0.25,17.95,X360,T,TRUE,2006,53.4,101.9666667,38.5,22,32.96666667,112.6666667,132.1666667,100,3,93.16666667,55.66666667,96.41666667,50,11,41.41666667,28.08333333,32.01666667,30,8,24.51666667
Dragon Ball Z: Budokai Tenkaichi 2,TRUE,2,TRUE,TRUE,Action,TRUE,Atari,TRUE,72,0.24,14.95,Nintendo Wii,E,TRUE,2006,17.63333333,30.55,14.6,16,12.56666667,28.88333333,35.96666667,25,5,24.71666667,14,17.05,14.2,5,11.55,11.28333333,12.81666667,10,6,10.3
Dragon Quest Monsters: Joker,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,SquareEnix,TRUE,75,0.24,14.95,Nintendo DS,T,TRUE,2006,37.96666667,62.03333333,37.65,14,25.03333333,63.63333333,74.95,63.63333333,2,52.31666667,30.03333333,37.46666667,35.83333333,3,22.6,34.9,39.55,37.3,9,30.41666667
Pirates of the Caribbean: Dead Man's Chest,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,63,0.24,11.95,Nintendo DS,E,TRUE,2006,2.683333333,3.166666667,2.5,4,2.283333333,3.75,3.75,3.75,1,3.75,2.833333333,2.833333333,2.833333333,1,2.833333333,2.083333333,2.116666667,2.083333333,2,2.033333333
NFL Street 3,TRUE,1,TRUE,TRUE,"Action,Sports",TRUE,EA,TRUE,68,0.24,14.95,Sony PSP,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syphon Filter: Dark Mirror,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,87,0.24,12.95,Sony PSP,M,TRUE,2006,8.466666667,11.43333333,7.283333333,8,6.683333333,15,15,15,1,15,9.25,10.08333333,9.25,2,8.416666667,6.85,7.333333333,7,5,6.2
NBA 07,TRUE,4,TRUE,TRUE,Sports,TRUE,Sony,TRUE,63,0.23,6.95,PlayStation 3,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Racer 7,TRUE,2,TRUE,TRUE,Racing / Driving,TRUE,"Namco,Sony",TRUE,78,0.23,19.95,PlayStation 3,E,TRUE,2006,21.25,33.43333333,12.5,4,13.43333333,50,50,50,1,50,15,15,15,1,15,10,10,10,2,10
The Outfit,TRUE,2,TRUE,TRUE,Action,TRUE,THQ,TRUE,70,0.23,14.95,X360,E,TRUE,2006,7.866666667,7.933333333,7.866666667,2,7.8,0,0,0,0,0,7.75,7.75,7.75,1,7.75,8,8,8,1,8
Elebits,TRUE,4,TRUE,TRUE,Action,TRUE,Konami,TRUE,75,0.22,14.95,Nintendo Wii,T,TRUE,2006,8.016666667,9.25,9,5,6.3,0,0,0,0,0,0,0,0,0,0,8.016666667,9.25,9,5,6.3
Tony Hawk's Downhill Jam,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,Activision,TRUE,76,0.22,14.95,Nintendo DS,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sims 2: Pets,TRUE,1,TRUE,TRUE,Simulation,TRUE,EA,TRUE,57,0.21,17.95,Sony PSP,T,TRUE,2006,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0
Tiger Woods PGA Tour 07,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,78,0.21,12.95,Sony PSP,E,TRUE,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Thrillville,TRUE,1,TRUE,TRUE,"Simulation,Strategy",TRUE,Atari,TRUE,72,0.2,14.95,Sony PSP,E,TRUE,2006,8.233333333,8.233333333,8.233333333,1,8.233333333,0,0,0,0,0,8.233333333,8.233333333,8.233333333,1,8.233333333,0,0,0,0,0
The Godfather: The Game,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,77,0.2,17.95,X360,T,TRUE,2006,21.15,31.28333333,20,42,12.45,27.56666667,33.63333333,29,11,17.41666667,23.76666667,32.7,23.06666667,17,17.15,12.93333333,15.48333333,15,14,9.15
Rampage: Total Destruction,TRUE,4,TRUE,TRUE,Action,TRUE,Midway,TRUE,46,0.19,16.95,Nintendo Wii,E,TRUE,2006,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5
College Hoops 2K7,TRUE,4,TRUE,TRUE,Sports,TRUE,2K,TRUE,82,0.19,6.95,X360,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry: Instincts - Predator,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,78,0.19,17.95,X360,E,TRUE,2006,18.76666667,23.41666667,17.91666667,7,16.33333333,20,20,20,1,20,21.4,24.1,18,3,18.71666667,15.73333333,16.63333333,14.98333333,3,14.85
Full Auto,TRUE,2,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sega,TRUE,70,0.19,16.95,X360,E,TRUE,2006,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5
Age of Empires: The Age of Kings,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,80,0.19,17.95,Nintendo DS,T,TRUE,2006,57.85,156.95,50,38,32.78333333,62.41666667,83.1,70,9,39.1,75.93333333,164.2333333,61,10,40.06666667,46.15,73.03333333,46,19,29.03333333
Need for Speed: Carbon - Own the City,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,EA,TRUE,70,0.19,14.95,Nintendo DS,T,TRUE,2006,18.03333333,19.18333333,18.03333333,2,16.86666667,20.35,20.35,20.35,1,20.35,0,0,0,0,0,15.71666667,15.71666667,15.71666667,1,15.71666667
Brothers in Arms: D-Day,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,65,0.19,6.95,Sony PSP,T,TRUE,2006,8,8,8,2,8,0,0,0,0,0,0,0,0,0,0,8,8,8,2,8
Family Guy Video Game!,TRUE,1,TRUE,TRUE,Action,TRUE,2K,TRUE,51,0.19,19.95,Sony PSP,M,TRUE,2006,6.1,7.483333333,5.883333333,5,4.983333333,0,0,0,0,0,0,0,0,0,0,6.1,7.483333333,5.883333333,5,4.983333333
Superman Returns,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,51,0.19,7.95,X360,E,TRUE,2006,18.76666667,22.68333333,22,5,13.68333333,21.71666667,23.55,22.5,4,19.48333333,0,0,0,0,0,7,7,7,1,7
Over G Fighters,TRUE,2,TRUE,TRUE,Simulation,TRUE,Ubisoft,TRUE,49,0.18,17.95,X360,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy XI Online,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,SquareEnix,TRUE,66,0.18,4.95,X360,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Dungeon: Shiren the Wanderer,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Sega,TRUE,69,0.17,17.95,Nintendo DS,T,TRUE,2006,33,38.5,33,2,27.5,44,44,44,1,44,0,0,0,0,0,22,22,22,1,22
Phoenix Wright: Ace Attorney - Justice for All,TRUE,1,TRUE,TRUE,"Adventure,Simulation",TRUE,Capcom,TRUE,76,0.17,13.95,Nintendo DS,E,TRUE,2006,18.83333333,30.76666667,18.3,136,13.28333333,19.73333333,27.36666667,19.78333333,58,13.86666667,20.73333333,26.81666667,19.91666667,11,17.65,17.75,30.28333333,17.5,67,13.65
Justice League Heroes,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,72,0.17,17.95,Sony PSP,M,TRUE,2006,10.36666667,14.38333333,5,3,6.333333333,21.1,21.1,21.1,1,21.1,0,0,0,0,0,5,5,5,2,5
Valhalla Knights,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,53,0.17,16.95,Sony PSP,T,TRUE,2006,100,100,100,1,100,0,0,0,0,0,100,100,100,1,100,0,0,0,0,0
Genji: Days of the Blade,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Sony,TRUE,55,0.17,14.95,PlayStation 3,T,TRUE,2006,13.33333333,18.06666667,12,10,10.83333333,0,0,0,0,0,0,0,0,0,0,13.33333333,18.06666667,12,10,10.83333333
Top Spin 2,TRUE,4,TRUE,TRUE,Sports,TRUE,2K,TRUE,75,0.16,12.95,X360,T,TRUE,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Field Commander,TRUE,2,TRUE,TRUE,Strategy,TRUE,"Sony,Ubisoft",TRUE,77,0.16,14.95,Sony PSP,T,TRUE,2006,13.88333333,14.43333333,13.88333333,2,13.31666667,0,0,0,0,0,0,0,0,0,0,13.88333333,14.43333333,13.88333333,2,13.31666667
Children of Mana,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,"Nintendo,SquareEnix",TRUE,65,0.16,16.95,Nintendo DS,E,TRUE,2006,22.55,35.83333333,22.11666667,29,16.58333333,27.95,31.08333333,28.93333333,5,25.75,24.11666667,36.58333333,23.55,14,17.33333333,17.68333333,24.43333333,15,10,14.16666667
Valkyrie Profile: Lenneth,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,SquareEnix,TRUE,80,0.16,22.95,Sony PSP,E,TRUE,2006,37.5,67.96666667,34.38333333,31,28.98333333,48.76666667,72.21666667,40.11666667,6,39.41666667,36.83333333,42.46666667,35.06666667,11,30.93333333,33.18333333,44.28333333,29.98333333,14,26.8
Monster House,TRUE,1,TRUE,TRUE,Action,TRUE,THQ,TRUE,62,0.15,14.95,Nintendo DS,M,TRUE,2006,6.666666667,6.666666667,6.666666667,1,6.666666667,6.666666667,6.666666667,6.666666667,1,6.666666667,0,0,0,0,0,0,0,0,0,0
Enchanted Arms,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Ubisoft,TRUE,69,0.15,17.95,X360,E,TRUE,2006,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667
NHL 07,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,76,0.14,12.95,Sony PSP,M,TRUE,2006,9,9.5,9,2,8.5,8,8,8,1,8,0,0,0,0,0,10,10,10,1,10
Bust-a-Move Deluxe,TRUE,2,TRUE,TRUE,Strategy,TRUE,,TRUE,73,0.14,14.95,Sony PSP,M,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Auto 2: Battlelines,TRUE,2,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sega,TRUE,67,0.14,14.95,PlayStation 3,T,TRUE,2006,10.03333333,11.15,9.583333333,4,9.15,12.5,12.5,12.5,1,12.5,10.18333333,10.18333333,10.18333333,1,10.18333333,8.75,8.866666667,8.75,2,8.616666667
Blitz: The League,TRUE,2,TRUE,TRUE,Sports,TRUE,Midway,TRUE,69,0.14,14.95,X360,T,TRUE,2006,15,15,15,1,15,0,0,0,0,0,0,0,0,0,0,15,15,15,1,15
Star Trek Legacy,TRUE,2,TRUE,TRUE,"Action,Strategy",TRUE,Ubisoft,TRUE,64,0.14,24.95,X360,E,TRUE,2006,9.033333333,10.1,9,5,7.5,9,9,9,1,9,8,8,8,1,8,9.4,10.7,11,3,8.1
Eragon,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,63,0.14,16.95,Nintendo DS,E,TRUE,2006,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333
Master of Illusion,TRUE,1,TRUE,TRUE,Strategy,TRUE,Nintendo,TRUE,69,0.14,14.95,Nintendo DS,E,TRUE,2006,4.1,4.516666667,4.1,2,3.666666667,4.1,4.516666667,4.1,2,3.666666667,0,0,0,0,0,0,0,0,0,0
Mega Man ZX,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,76,0.14,19.95,Nintendo DS,T,TRUE,2006,11.26666667,16.05,10.96666667,22,8.05,15.96666667,16.45,15.96666667,2,15.48333333,13.13333333,16.53333333,11,9,10.75,8.883333333,11.95,8.95,11,6.933333333
Untold Legends: The Warrior's Code,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,"Sony,Ubisoft",TRUE,65,0.14,14.95,Sony PSP,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Swing Golf,TRUE,1,TRUE,TRUE,Sports,TRUE,,TRUE,72,0.14,16.95,Nintendo Wii,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men: The Official Game,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,52,0.14,14.95,X360,M,TRUE,2006,11.88333333,14.18333333,12.06666667,8,9.95,11.31666667,12.13333333,12.25,3,10.48333333,12.06666667,14.18333333,11.88333333,3,9.95,12.5,13.25,12.5,2,11.75
Untold Legends: Dark Kingdom,TRUE,2,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,"EA,Sony",TRUE,58,0.13,16.95,PlayStation 3,E,TRUE,2006,24.75,26.43333333,25,4,22.93333333,28,28,28,1,28,23.66666667,24.66666667,25,3,22.66666667,0,0,0,0,0
Happy Feet,TRUE,2,TRUE,TRUE,Action,TRUE,Midway,TRUE,46,0.13,14.95,Nintendo Wii,E,TRUE,2006,0.666666667,0.666666667,0.666666667,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,1,0.666666667
Open Season,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,72,0.13,17.95,Nintendo DS,T,TRUE,2006,5.466666667,7.3,3.75,8,3.433333333,7.616666667,9.016666667,8.5,4,5.766666667,2.25,2.25,2.25,1,2.25,3.666666667,3.783333333,3.5,3,3.533333333
Dungeon Siege: Throne of Agony,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,2K,TRUE,74,0.13,24.95,Sony PSP,E,TRUE,2006,17.6,18.6,16.83333333,5,16.83333333,16.83333333,16.83333333,16.83333333,1,16.83333333,18.38333333,19.18333333,18.38333333,2,17.58333333,17.21666667,17.6,17.21666667,2,16.83333333
LocoRoco,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Sony,TRUE,83,0.13,17.95,Sony PSP,T,TRUE,2006,8.166666667,18.98333333,6,40,5.05,18.66666667,18.66666667,18.66666667,1,18.66666667,13.51666667,21.73333333,11.63333333,12,9.683333333,5.4,9.133333333,5,27,4.1
Dead or Alive: Xtreme 2,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,,TRUE,53,0.13,14.95,X360,T,TRUE,2006,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1
Fuzion Frenzy 2,TRUE,4,TRUE,TRUE,"Action,Sports",TRUE,Microsoft,TRUE,49,0.12,14.95,X360,T,TRUE,2006,4.366666667,6.516666667,3.75,4,2.516666667,9,9,9,1,9,5,5,5,1,5,1.75,2.116666667,1.75,2,1.366666667
MotoGP '06,TRUE,4,TRUE,TRUE,"Racing / Driving,Simulation,Sports",TRUE,THQ,TRUE,80,0.12,14.95,X360,M,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumines II,TRUE,2,TRUE,TRUE,Strategy,TRUE,,TRUE,81,0.12,14.95,Sony PSP,E,TRUE,2006,14.5,14.75,14.5,2,14.25,0,0,0,0,0,14,14,14,1,14,15,15,15,1,15
Major League Baseball 2K6,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,69,0.12,4.95,Sony PSP,M,TRUE,2006,7.65,9.9,8,3,5.4,7.65,9.9,8,3,5.4,0,0,0,0,0,0,0,0,0,0
Star Wars: Lethal Alliance,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,61,0.12,17.95,Sony PSP,T,TRUE,2006,5.666666667,6.216666667,5,5,5.166666667,0,0,0,0,0,0,0,0,0,0,5.666666667,6.216666667,5,5,5.166666667
Worms: Open Warfare,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,THQ,TRUE,70,0.12,17.95,Sony PSP,T,TRUE,2006,9.116666667,9.55,9.116666667,2,8.683333333,10,10,10,1,10,0,0,0,0,0,8.25,8.25,8.25,1,8.25
Eragon,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,59,0.11,14.95,Sony PSP,E,TRUE,2006,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333
Metal Slug Anthology,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,73,0.11,16.95,Nintendo Wii,T,TRUE,2006,7.483333333,11.11666667,7,15,5.283333333,8.5,9.25,8.5,2,7.75,11,13,11,2,9,6.666666667,10.16666667,6,11,4.833333333
Open Season,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,59,0.11,14.95,X360,E,TRUE,2006,5.466666667,7.3,3.75,8,3.433333333,7.616666667,9.016666667,8.5,4,5.766666667,2.25,2.25,2.25,1,2.25,3.666666667,3.783333333,3.5,3,3.533333333
Tom Clancy's Splinter Cell: Double Agent,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,61,0.11,17.95,Nintendo Wii,T,TRUE,2006,12.41666667,35.85,11,76,8.85,17.36666667,37.16666667,11.33333333,9,11.21666667,11.93333333,19.25,11,27,8.733333333,11.61666667,15.65,11,40,9.65
Avatar: The Last Airbender,TRUE,1,TRUE,TRUE,Action,TRUE,THQ,TRUE,57,0.11,17.95,Sony PSP,E,TRUE,2006,4.75,6.433333333,5,11,2.6,4.066666667,6.016666667,4,5,2.183333333,0,0,0,0,0,5.333333333,6.583333333,6,6,3.5
Lemmings,TRUE,1,TRUE,TRUE,Strategy,TRUE,Sony,TRUE,76,0.11,17.95,Sony PSP,E,TRUE,2006,20.43333333,25.98333333,20.8,10,16.3,13.6,13.6,13.6,1,13.6,22.08333333,26.45,21,4,18.26666667,20.46666667,23.01666667,21.61666667,5,16.51666667
Mega Man Powered Up,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,82,0.11,16.95,Sony PSP,E,TRUE,2006,5.633333333,7.833333333,5.75,6,3.533333333,0,0,0,0,0,8.5,9.116666667,8,3,7.866666667,2.783333333,3.433333333,3,3,2.133333333
College Hoops 2K6,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,70,0.11,6.95,X360,E,TRUE,2006,1.55,1.783333333,1.566666667,3,1.333333333,1.55,1.783333333,1.566666667,3,1.333333333,0,0,0,0,0,0,0,0,0,0
Dynasty Warriors 5: Empires,TRUE,2,TRUE,TRUE,"Action,Role-Playing (RPG),Strategy",TRUE,,TRUE,61,0.1,14.95,X360,T,TRUE,2006,34.31666667,79.26666667,22.78333333,10,21.11666667,42.93333333,83.23333333,30,7,25.73333333,0,0,0,0,0,14.21666667,14.55,14,3,13.9
Magical Starsign,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,69,0.1,9.95,Nintendo DS,E,TRUE,2006,28.96666667,34.11666667,28.78333333,21,24.9,34,34,34,1,34,32.18333333,35.73333333,32,6,29.03333333,27.21666667,30.98333333,25.83333333,14,23.73333333
Resident Evil: Deadly Silence,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,71,0.1,17.95,Nintendo DS,E,TRUE,2006,6.9,9.766666667,6.166666667,18,4.883333333,10.28333333,11.63333333,10.28333333,2,8.933333333,7.583333333,8.5,6,5,6.283333333,5.983333333,6.983333333,6,11,4.616666667
X-Men: The Official Game,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,50,0.1,14.95,Nintendo DS,E,TRUE,2006,11.88333333,14.18333333,12.06666667,8,9.95,11.31666667,12.13333333,12.25,3,10.48333333,12.06666667,14.18333333,11.88333333,3,9.95,12.5,13.25,12.5,2,11.75
Cabela's African Safari,TRUE,1,TRUE,TRUE,Sports,TRUE,Activision,TRUE,53,0.1,17.95,X360,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabela's Alaskan Adventures,TRUE,1,TRUE,TRUE,Sports,TRUE,Activision,TRUE,48,0.1,17.95,X360,E,TRUE,2006,20,20,20,1,20,20,20,20,1,20,0,0,0,0,0,0,0,0,0,0
Armored Core 4,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,65,0.09,19.95,PlayStation 3,E,TRUE,2006,20.6,22.65,20,5,19.15,0,0,0,0,0,19,19.5,19,3,18.5,23,24,23,2,22
Eragon,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,48,0.09,12.95,X360,T,TRUE,2006,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333
LostMagic,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Ubisoft,TRUE,68,0.09,14.95,Nintendo DS,T,TRUE,2006,13.28333333,20.06666667,12,6,7.933333333,13.55,19.61666667,9.933333333,3,7.5,13.01666667,13.01666667,13.01666667,1,13.01666667,13,14,13,2,12
Magnetica,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,Nintendo,TRUE,68,0.09,17.95,Nintendo DS,T,TRUE,2006,9.933333333,9.933333333,9.933333333,1,9.933333333,0,0,0,0,0,0,0,0,0,0,9.933333333,9.933333333,9.933333333,1,9.933333333
Def Jam Fight for NY: The Takeover,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,79,0.09,17.95,Sony PSP,T,TRUE,2006,5.133333333,5.566666667,5.15,4,4.683333333,0,0,0,0,0,0,0,0,0,0,5.133333333,5.566666667,5.15,4,4.683333333
NASCAR 07,TRUE,1,TRUE,TRUE,"Racing / Driving,Simulation",TRUE,EA,TRUE,66,0.09,24.95,Sony PSP,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ant Bully,TRUE,1,TRUE,TRUE,Action,TRUE,Midway,TRUE,45,0.09,16.95,Nintendo Wii,T,TRUE,2006,3.566666667,3.566666667,3.566666667,1,3.566666667,0,0,0,0,0,0,0,0,0,0,3.566666667,3.566666667,3.566666667,1,3.566666667
Just Cause,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Eidos,TRUE,73,0.09,16.95,X360,E,TRUE,2006,14.61666667,31.15,10,88,8.016666667,29.5,39.36666667,28,15,24.31666667,19.95,25.98333333,20,19,14.51666667,8.6,13.18333333,8.116666667,54,6.033333333
Onechanbara: Bikini Samurai Squad,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,39,0.09,19.95,X360,E,TRUE,2006,16.98333333,28.26666667,7.833333333,8,8.1,44.11666667,44.11666667,44.11666667,1,44.11666667,31.63333333,34.95,31.63333333,2,28.31666667,5.7,7.633333333,5,5,4.566666667
Phantasy Star Universe,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Sega,TRUE,64,0.09,24.95,X360,E,TRUE,2006,35.13333333,47.01666667,28.93333333,13,25.01666667,55.5,58.75,55.5,2,52.25,34.5,45.36666667,29,6,28.53333333,27.73333333,34.13333333,26.81666667,5,22.63333333
Project Sylpheed: Arc of Deception,TRUE,1,TRUE,TRUE,Action,TRUE,"Microsoft,SquareEnix",TRUE,64,0.09,14.95,X360,T,TRUE,2006,7.65,15.11666667,4.833333333,10,4.916666667,0,0,0,0,0,15,19.5,15,2,10.5,5.8,8.666666667,4,8,4.25
Winning Eleven: Pro Evolution Soccer 2007,TRUE,6,TRUE,TRUE,Sports,TRUE,Konami,TRUE,80,0.08,11.95,X360,E,TRUE,2006,37,50.5,37,2,23.5,64,64,64,1,64,0,0,0,0,0,10,10,10,1,10
Kororinpa: Marble Mania,TRUE,2,TRUE,TRUE,"Action,Strategy",TRUE,Nintendo,TRUE,69,0.08,17.95,Nintendo Wii,T,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digimon World DS,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Namco,TRUE,49,0.08,27.95,Nintendo DS,E,TRUE,2006,30.65,36.8,32.11666667,8,22.1,37,37,37,1,37,36.16666667,39.46666667,37.23333333,4,32.35,21.18333333,24.41666667,25,3,17.95
Justice League Heroes,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,43,0.08,17.95,Nintendo DS,E,TRUE,2006,10.36666667,14.38333333,5,3,6.333333333,21.1,21.1,21.1,1,21.1,0,0,0,0,0,5,5,5,2,5
Innocent Life: A Futuristic Harvest Moon,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Simulation,Strategy",TRUE,,TRUE,67,0.08,17.95,Sony PSP,E,TRUE,2006,33.73333333,33.73333333,33.73333333,1,33.73333333,0,0,0,0,0,33.73333333,33.73333333,33.73333333,1,33.73333333,0,0,0,0,0
Power Stone Collection,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,74,0.08,14.95,Sony PSP,M,TRUE,2006,8.366666667,8.366666667,8.366666667,1,8.366666667,0,0,0,0,0,8.366666667,8.366666667,8.366666667,1,8.366666667,0,0,0,0,0
EA Replay,TRUE,4,TRUE,TRUE,"Action,Role-Playing (RPG),Simulation,Sports,Strategy",TRUE,EA,TRUE,56,0.07,14.95,Sony PSP,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Season,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,49,0.07,17.95,Nintendo Wii,M,TRUE,2006,5.466666667,7.3,3.75,8,3.433333333,7.616666667,9.016666667,8.5,4,5.766666667,2.25,2.25,2.25,1,2.25,3.666666667,3.783333333,3.5,3,3.533333333
